QT1-PREBURN,,,,,,,,,,,,,,,,,,,,,,,,,,,Parametric
Site,Product,SerialNumber,Special Build Name,Special Build Description,Unit Number,Station ID,Test Pass/Fail Status,StartTime,EndTime,List of Failing Tests,Version,BMLB-Serial Number,BMLB-Vendor,BTY-Serial Number,BTY-Vendor,CAM-Serial Number,CAM-Vendor,CGS-Serial Number,CGS-Vendor,HSGA-Serial Number,HSGA-Vendor,MLB-Serial Number,MLB-Vendor,PEARL-Serial Number,PEARL-Vendor,VA_COMPASS_REVID,1K_ExtTone_SPK_to_Mic2_Frequency,1K_ExtTone_SPK_to_Mic2_Power,1kHz_ExtTone_SPK_to_Low_Power_Mic2_Frequency,1kHz_ExtTone_SPK_to_Low_Power_Mic2_Power,2K_Tone_SPK_to_MIC1_Low_Power_Frequency,2K_Tone_SPK_to_MIC1_Low_Power_Power,2K_Tone_SPK_to_MIC4_Low_Power_Frequency,2K_Tone_SPK_to_MIC4_Low_Power_Power,3K_Tone_SPK_to_MIC1_Frequency,3K_Tone_SPK_to_MIC1_Power,3K_Tone_SPK_to_MIC4_Frequency,3K_Tone_SPK_to_MIC4_Power,3K_Tone_TopSpk_to_Low_Power_MIC3_Frequency,3K_Tone_TopSpk_to_Low_Power_MIC3_Power,3K_Tone_TopSpk_to_MIC3_Frequency,3K_Tone_TopSpk_to_MIC3_Power,4K_Tone_HAC_to_Mic4_Frequency,4K_Tone_HAC_to_Mic4_Peak_Mag,ALS_CH1_Dark,ALS_CH1_LED,ALS_CH2_Dark,ALS_CH2_LED,ALS_CH3_Dark,ALS_CH3_LED,ALS_CH4_Dark,ALS_CH4_LED,ALS_CH5_Dark,ALS_CH5_LED,ALS_CHx_Dark_Fixture,Battery_Cell_ID,Battery_CFG_Version,Battery_CFG_Version_Check,Battery_Charge_Percentage,Battery_Current,Battery_Cycle_Count,Battery_Design_Capacity,Battery_DNVD1_Version,Battery_DNVD2_Version,Battery_Full_Charge_Capacity,Battery_FW_Version,Battery_FW_Version_Check,Battery_Lifetime_Max_Temp,Battery_Lifetime_Max_Voltage,Battery_Lifetime_Min_Temp,Battery_Lifetime_Min_Voltage,Battery_Nominal_Capacity,Battery_Qmax_Capacity,Battery_Remaining_Capacity,Battery_Voltage,CDCC_Slope_Compass_X,CDCC_Slope_Compass_Y,CDCC_Slope_Compass_Z,COOL_FLASH_light_intensity,COOL_FLASH_Off_light_intensity,COOL_FLASH_Register_Value,CVCC_Slope_Compass_X,CVCC_Slope_Compass_Y,CVCC_Slope_Compass_Z,Display_Compass_PostCalError_X,Display_Compass_PostCalError_Y,Display_Compass_PostCalError_Z,Display_Compass_PostCalErrorM,Display_Delta_Compass_X_Post,Display_Delta_Compass_Y_Post,Display_Delta_Compass_Z_Post,Display_Off_AVG_Compass_X_Post,Display_Off_AVG_Compass_Y_Post,Display_Off_AVG_Compass_Z_Post,Display_Off_Detect,Display_Off_STD_Compass_X_Post,Display_Off_STD_Compass_Y_Post,Display_Off_STD_Compass_Z_Post,Display_On_AVG_Compass_X_Post,Display_On_AVG_Compass_Y_Post,Display_On_AVG_Compass_Z_Post,Display_On_Detect,Display_On_STD_Compass_X_Post,Display_On_STD_Compass_Y_Post,Display_On_STD_Compass_Z_Post,Display_Slope_Compass_X_Post,Display_Slope_Compass_Y_Post,Display_Slope_Compass_Z_Post,Double_Click_Detect,FATAL ERROR Can't ping PDCA DCS nor GH: [ACTIVE]  Netwok not functioning,Fixture_ID_QT1,Flap_South_Hysteresis,Flap_South_Release_distance,Flap_South_Trigger_distance,Gecko_Buck_1V5_500mA regexProcess defaultKey,Gecko_Buck_1V5_iFixture_500mA,Gecko_Buck_1V5_iFixture_No_Load,Gecko_Buck_1V5_No_Load regexProcess defaultKey,Gecko_Buck_1V5_vBuck_500mA,Gecko_Buck_1V5_vBuck_No_Load,Gecko_Buck_1V9_500mA regexProcess defaultKey,Gecko_Buck_1V9_iFixture_500mA,Gecko_Buck_1V9_iFixture_No_Load,Gecko_Buck_1V9_No_Load regexProcess defaultKey,Gecko_Buck_1V9_vBuck_500mA,Gecko_Buck_1V9_vBuck_NoLoad,Gecko_Bypass_500mA regexProcess defaultKey,Gecko_Bypass_iFixture_500mA,Gecko_Bypass_vBypass_500mA,Gecko_Normal_3V3_250mA regexProcess defaultKey,Gecko_Normal_3V3_250mA regexProcess defaultKey-2,Gecko_Normal_3V3_iFixture_250mA,Gecko_Normal_3V3_iLDO_250mA,Gecko_Normal_3V3_vLDO_250mA,Gecko_off_Discharge_FET_OFF regexProcess defaultKey,Gecko_off_Discharge_FET_OFF regexProcess defaultKey-2,Gecko_Off_Discharge_FET_OFF_0mS_vOut,Gecko_Off_Discharge_FET_OFF_50mS_vOut,Gecko_Off_Discharge_FET_ON regexProcess defaultKey,Gecko_Off_Discharge_FET_ON regexProcess defaultKey-2,Gecko_Off_Discharge_FET_ON_0mS_vOut,Gecko_Off_Discharge_FET_ON_50mS_vOut,Juliet_IR_Test_LED_OFF,Juliet_IR_Test_LED_ON,MIXED_WARM/COOL_FLASH_light_intensity,MIXED_WARM/COOL_FLASH_Off_light_intensity,MIXED_WARM/COOL_FLASH_Register_Value,Penrose_AC_IR_Light_IR_CH_DC_Magnitude,Penrose_AC_IR_Light_IR_CH_Frequency,Penrose_AC_IR_Light_IR_CH_Power,Penrose_AC_IR_Light_IR_CH_SINAD,Penrose_AC_IR_Light_IR_CH_THD+N,Penrose_AC_IR_Light_Ratio,Penrose_AC_IR_Light_VIS_CH_DC_Magnitude,Penrose_AC_IR_Light_VIS_CH_Frequency,Penrose_AC_IR_Light_VIS_CH_Power,Penrose_AC_IR_Light_VIS_CH_SINAD,Penrose_AC_IR_Light_VIS_CH_THD+N,Penrose_AC_VIS_Light_IR_CH_DC_Magnitude,Penrose_AC_VIS_Light_IR_CH_Frequency,Penrose_AC_VIS_Light_IR_CH_Power,Penrose_AC_VIS_Light_IR_CH_SINAD,Penrose_AC_VIS_Light_IR_CH_THD+N,Penrose_AC_VIS_Light_Ratio,Penrose_AC_VIS_Light_VIS_CH_DC_Magnitude,Penrose_AC_VIS_Light_VIS_CH_Frequency,Penrose_AC_VIS_Light_VIS_CH_Power,Penrose_AC_VIS_Light_VIS_CH_SINAD,Penrose_AC_VIS_Light_VIS_CH_THD+N,Penrose_DC_Dark_IR_CH,Penrose_DC_Dark_Ratio,Penrose_DC_Dark_VIS_CH,Penrose_DC_VIS_Bright_Light_IR_CH,Penrose_DC_VIS_Bright_Light_Ratio,Penrose_DC_VIS_Bright_Light_VIS_CH,Penrose_DC_VIS_Low_Light_IR_CH,Penrose_DC_VIS_Low_Light_Ratio,Penrose_DC_VIS_Low_Light_VIS_CH,PMURinger,PROX_QT_DEV_ID,PROX_QT_NO_TARGET_AMB_AVE,PROX_QT_NO_TARGET_AMB_STD,PROX_QT_NO_TARGET_RAW_DIST_AVE,PROX_QT_NO_TARGET_RAW_DIST_STD,PROX_QT_NO_TARGET_REF_SIG_AVE,PROX_QT_NO_TARGET_REF_SIG_STD,PROX_QT_NO_TARGET_SIG_AVE,PROX_QT_NO_TARGET_SIG_STD,PROX_QT_REV_ID,PROX_QT_TARGET_AMB_AVE,PROX_QT_TARGET_AMB_STD,PROX_QT_TARGET_RAW_DIST_AVE,PROX_QT_TARGET_RAW_DIST_STD,PROX_QT_TARGET_REF_SIG_AVE,PROX_QT_TARGET_REF_SIG_STD,PROX_QT_TARGET_SIG_AVE,PROX_QT_TARGET_SIG_STD,SIM_CARD_Detect_QT1,Torch_On_IBUS_Post,Torch_On_VBUS_Off_AVG_Compass_X_Post,Torch_On_VBUS_Off_AVG_Compass_Y_Post,Torch_On_VBUS_Off_AVG_Compass_Z_Post,Torch_On_VBUS_Off_STD_Compass_X_Post,Torch_On_VBUS_Off_STD_Compass_Y_Post,Torch_On_VBUS_Off_STD_Compass_Z_Post,Torch_On_VBUS_On_AVG_Compass_X_Post,Torch_On_VBUS_On_AVG_Compass_Y_Post,Torch_On_VBUS_On_AVG_Compass_Z_Post,Torch_On_VBUS_On_STD_Compass_X_Post,Torch_On_VBUS_On_STD_Compass_Y_Post,Torch_On_VBUS_On_STD_Compass_Z_Post,Torch_VBUS_Delta_Compass_X_Post,Torch_VBUS_Delta_Compass_Y_Post,Torch_VBUS_Delta_Compass_Z_Post,Torch_VBUS_Slope_Compass_X_Post,Torch_VBUS_Slope_Compass_Y_Post,Torch_VBUS_Slope_Compass_Z_Post,VBUS_SlopeCompass_PostCalError_X,VBUS_SlopeCompass_PostCalError_Y,VBUS_SlopeCompass_PostCalError_Z,VBUS_SlopeCompass_PostCalErrorM,veridian_reset_counter_cfg_fw_updated,veridian_reset_counter_comm,veridian_reset_counter_hw,veridian_reset_counter_sw,veridian_reset_counter_wdt,veridian_reset_last_reason,WARM_FLASH_light_intensity,WARM_FLASH_Off_light_intensity,WARM_FLASH_Register_Value
Display Name ----->,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDCA Priority ----->,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper Limit ----->,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,NA,1050,NA,2004,NA,2004,NA,3004,NA,3004,NA,3150,NA,3004,NA,4010,NA,6,NA,4,NA,4,NA,4,NA,4,NA,NA,1005981610,NA,NA,NA,NA,NA,NA,16008,16005,3422,NA,NA,70,4412,70,4412,3422,NA,NA,4400,NA,NA,NA,NA,6000,NA,NA,NA,NA,4.2,4.2,4.2,4.2,7.4,7.4,7.4,1200,1200,1200,NA,0.5,0.5,0.5,1200,1200,1200,NA,0.5,0.5,0.5,NA,NA,NA,1,NA,NA,4,10.8,10.2,NA,520,20,NA,1600,1663,NA,520,20,NA,2000,2000,NA,520,4400,NA,NA,270,320,3400,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,6000,15,NA,515,NA,NA,NA,120,NA,515,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,515,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,28,NA,NA,208,4,0.75,105,12,5000,42,350,7,18,15,1,20,25,5000,42,2000,10,NA,1300,1200,1200,1200,0.5,0.5,0.5,1200,1200,1200,0.5,0.5,0.5,NA,NA,NA,0.002,0.002,0.002,NA,NA,NA,4.2,NA,NA,NA,0,0,NA,NA,6000,NA
Lower Limit ----->,,,,,,,,,,,,,,,,,,,,,,,,,,,950,NA,950,NA,1996,NA,1996,NA,2996,NA,2996,NA,2850,NA,2996,NA,3990,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,1005981610,NA,NA,NA,NA,NA,NA,16008,16005,2634,NA,NA,-20,2249,-20,2249,2634,NA,NA,3400,NA,NA,NA,6000,0,NA,NA,NA,NA,-4.2,-4.2,-4.2,0,-7.4,-7.4,-7.4,-1200,-1200,-1200,NA,0.001,0.001,0.001,-1200,-1200,-1200,NA,0.001,0.001,0.001,NA,NA,NA,1,NA,NA,0.2,5.9,5.6,NA,480,0,NA,1400,1441,NA,480,0,NA,1800,1800,NA,480,3200,NA,NA,230,220,3200,NA,NA,NA,NA,NA,NA,NA,0,NA,100,6000,0,15,NA,485,NA,NA,NA,80,NA,485,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,485,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,208,0.25,0.01,-50,0.01,0,0.01,0,0.01,18,0.25,0.01,-200,0.01,0,0.01,602.17,0.01,NA,800,-1200,-1200,-1200,0.001,0.001,0.001,-1200,-1200,-1200,0.001,0.001,0.001,NA,NA,NA,-0.002,-0.002,-0.002,NA,NA,NA,0.001,NA,NA,NA,0,0,NA,6000,0,NA
Measurement Unit ----->,,,,,,,,,,,,,,,,,,,,,,,,,,,Hz,FS,Hz,FS,Hz,FS,Hz,FS,Hz,FS,Hz,FS,Hz,FS,Hz,FS,Hz,FS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lux,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mAh,mV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lux,NA,NA,NA,NA,NA,NA,lux,NA,NA,NA,NA,NA,NA,NA,NA,NA,mm,mm,mm,NA,mA,mA,NA,mV,mV,NA,mA,mA,NA,mV,mV,NA,mA,mV,NA,NA,mA,mA,mV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FS,Hz,FS,dBFS,dB,%,FS,Hz,FS,dBFS,dB,FS,Hz,FS,dBFS,dB,%,FS,Hz,FS,dBFS,dB,V,%,V,V,%,V,V,%,V,NA,NA,kcps/SPAD,kcps/SPAD,mm,mm,kcps/SPAD,kcps/SPAD,kcps/SPAD,kcps/SPAD,NA,kcps/SPAD,kcps/SPAD,mm,mm,kcps/SPAD,kcps/SPAD,kcps/SPAD,kcps/SPAD,NA,mA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FXGL,D42,C39YK002MKM9,D42-EVT,D42-EVT_1ITR2B,003834,FXGL_C03-3F-DQE_3_QT1-PREBURN,FAIL,2019-07-06 01:10:32,2019-07-06 01:13:36,SIM_CARD_Detect_QT1;Battery_Cell_ID;Battery_FW_Version_Check;Battery_CFG_Version_Check;Battery_DNVD1_Version;Battery_DNVD2_Version,AT_1.15.4_CRB_72MP.38_01,C079154003CKYT99,Foxconn,F8Y912502C7LTD91D,Sunwoda Electronics Co. Ltd.,DN890863RGSK91K5K,LG Innotek,C399163002ULC2WAM,Foxconn - Hong Fu Jin Precision Industry,C3991630016LTW9A2,Foxconn - Hong Fu Jin Precision Industry,C079154004QLTPH2,Foxconn,C399153006BL8R0AU,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,1000.488281,0.007613999999999999,1000,0.00692,2000,0.013744,2000,0.083169,3000,0.034708,3000,0.170169,3000,0.023157,3000,0.034047,3999.023437,0.004507000000000001,0,4294967295,0,4294967295,0,4294967295,0,4294967295,0,4294967295,0,,12064,,93,-372,13,2945,,,2933,109050531,,33.033738,4356,29.348381,3382,2869,3031,2735,4209,0,0,0,12769,0,3,0,0,0,-0.2599887333333224,-0.5199922000000148,0.5199921999999902,0.7799858444753665,0.2999869999999873,0.599991000000017,-0.5999909999999886,485.6950529999999,165.1483149999999,197.2479849999999,0,0.16727,0.185077,0.206644,485.9950399999999,165.748306,196.6479939999999,107,0.147358,0.175409,0.236118,-0.002599887333333224,-0.005199922000000148,0.005199921999999902,1,,1,0.75,8.15,7.4,,481.54,0,,1505.9015,1551.689,,481.54,0,,1922.0594,1926.1294,,481.66,4137.1591,,,245.13,237.2313,3324.1758,,,137.3626,20.35,,,84.4525,19.3325,0,143,15614,0,15,0.166837,500.9765619999999,0.411586,51.81380999999999,-7.751456,95.19542787359578,0.156122,500.9765619999999,0.432359,51.83082899999999,-7.751555999999999,0.381805,500.9765619999999,0.01006,51.94029199999999,-6.25365,2.71696564091761,0.189507,500.9765619999999,0.370266,56.619355,-7.124894999999998,0.03349445356414238,102.4397707325358,0.03269672835523463,0.04711688474441866,9.291742413656886,0.5070834150026249,0.04575891323316006,9.519017585202556,0.4807104601245082,,208,0.75554025,0.08875269575518538,24.65960978125,1.443732752256039,539.74879375,5.104992234810169,39.042518,0.1680566594554125,18,6.369990375,0.1562853493447063,-49.04802615625,1.041853410365936,533.46889609375,5.025068209690145,912.42209515625,2.083274753115139,,1036.743099999999,486.14505,165.598312,197.2479849999999,0.118291,0.211619,0.183581,486.0700449999999,166.198303,198.2979729999999,0.149218,0.134161,0.152045,-0.07500500000003285,0.5999909999999886,1.049988000000013,-0.00007234675591285136,0.0005787267839062432,0.001012775488932613,-0.1736322141908433,1.388944281374983,2.430661173438272,2.804893599163683,61700,11,1,0,0,197,13028,0,12
FXGL,D42,C39YK002MKM9,D42-EVT,D42-EVT_1ITR2B,003834,FXGL_C03-3F-DQE_3_QT1-PREBURN,FAIL,2019-07-06 01:14:20,2019-07-06 01:17:23,SIM_CARD_Detect_QT1;Battery_Cell_ID;Battery_FW_Version_Check;Battery_CFG_Version_Check;Battery_DNVD1_Version;Battery_DNVD2_Version,AT_1.15.4_CRB_72MP.38_01,C079154003CKYT99,Foxconn,F8Y912502C7LTD91D,Sunwoda Electronics Co. Ltd.,DN890863RGSK91K5K,LG Innotek,C399163002ULC2WAM,Foxconn - Hong Fu Jin Precision Industry,C3991630016LTW9A2,Foxconn - Hong Fu Jin Precision Industry,C079154004QLTPH2,Foxconn,C399153006BL8R0AU,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,1000.488281,0.007639,1000,0.006941,2000,0.013272,2000,0.0826,3000,0.035182,3000,0.171354,3000,0.022484,3000,0.033045,3999.023437,0.004512,0,4294967295,0,4294967295,0,4294967295,0,4294967295,0,4294967295,0,,12064,,93,-376,13,2945,,,2933,109050531,,33.033738,4356,29.348381,3382,2869,3031,2717,4202,0,0,0,12797,0,3,0,0,0,-0.1299947999999441,-0.6499869999999834,0.6499999999999754,0.9283758657978846,0.1499939999999355,0.749984999999981,-0.7499999999999716,482.845077,164.698318,196.6479939999999,0,0.120406,0.135794,0.12742,482.9950709999999,165.448303,195.897994,107,0.139458,0.149059,0.2116,-0.001299947999999441,-0.006499869999999835,0.006499999999999754,1,,1,0.75,8.4,7.65,,481.54,0,,1506.919,1536.4265,,481.54,0,,1926.1294,1928.1644,,481.66,4135.1241,,,245.13,237.4041,3322.1408,,,136.3451,16.28,,,91.575,19.3325,0,141,15548,0,15,0.167209,500.9765619999999,0.411094,51.87682499999999,-7.747292,95.05371272133662,0.156112,500.9765619999999,0.4324860000000001,51.88102699999998,-7.747433999999999,0.3817989999999999,500.9765619999999,0.010042,51.45085199999999,-6.249327,2.715360362552795,0.189719,500.9765619999999,0.369822,56.694031,-7.121936999999999,0.03356508276088776,102.5793217810557,0.03272110029400343,0.04719032884530205,9.311417609659928,0.5068006916191308,0.04577224446479644,9.529853842350098,0.4803037404559903,,208,0.7388953125,0.09598479980198606,25.2267683125,1.567279623642995,536.24172328125,4.107224554330387,39.23689121875,0.3669929105050715,18,6.4224584375,0.1597288492445748,-49.0505645,1.181523044225069,531.01906540625,3.902385865277339,912.18671234375,1.207578743493634,,1039.993199999999,482.845077,165.448303,196.797988,0.135793,0.137934,0.149057,482.9950709999999,166.198303,197.6229849999999,0.138907,0.101499,0.151309,0.1499939999999355,0.75,0.8249969999999962,0.0001442259430157193,0.0007211585614213632,0.0007932715329292502,0.3461422632377264,1.730780547411271,1.9038516790302,2.596163898031615,61700,11,1,0,0,197,12964,0,12
FXGL,D42,C39YK002MKM9,D42-EVT,D42-EVT_1ITR2B,003834,FXGL_C03-3F-DQE_11_QT1-PREBURN,FAIL,2019-07-06 01:19:53,2019-07-06 01:23:00,SIM_CARD_Detect_QT1;Battery_Cell_ID;Battery_FW_Version_Check;Battery_CFG_Version_Check;Battery_DNVD1_Version;Battery_DNVD2_Version,AT_1.15.4_CRB_72MP.38_01,C079154003CKYT99,Foxconn,F8Y912502C7LTD91D,Sunwoda Electronics Co. Ltd.,DN890863RGSK91K5K,LG Innotek,C399163002ULC2WAM,Foxconn - Hong Fu Jin Precision Industry,C3991630016LTW9A2,Foxconn - Hong Fu Jin Precision Industry,C079154004QLTPH2,Foxconn,C399153006BL8R0AU,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,1000.488281,0.014315,1000,0.012895,2000,0.019966,2000,0.115128,3000,0.013548,3000,0.118264,3000,0.012652,3000,0.018482,3999.023437,0.022631,0,601691.8,0,227037,0,366942,0,349949.4,0,165704.6,0,,12064,,92,-366,13,2945,,,2933,109050531,,33.033738,4356,29.348381,3382,2869,3031,2695,4194,0,0,0,19096,0,3,0,0,0,-0.2599895999999868,-0.6499999999999754,0.3899974000000213,0.8013691809115807,0.2999879999999848,0.7499999999999716,-0.4499970000000246,500.6949,131.998641,227.6976769999999,0,0.150564,0.1991,0.181607,500.994888,132.7486409999999,227.2476799999999,110.9,0.13809,0.171969,0.164828,-0.002599895999999868,-0.006499999999999754,0.003899974000000213,1,,1,0.75,7.65,6.9,,482.91,0,,1508.954,1554.7415,,482.91,0,,1923.0769,1940.3744,,482.91,4122.9141,,,240.89,232.2206,3322.1408,,,124.1351,20.35,,,88.5225,16.28,0,204,22812,0,15,0.194158,500.9765619999999,0.360529,51.283415,-7.746545,94.83088318458837,0.184039,500.9765619999999,0.380181,51.28796499999999,-7.746548,0.380569,500.9765619999999,0.012419,51.69869,-6.293204,2.760998752781785,0.147609,500.9765619999999,0.449801,54.150312,-7.139836999999999,0.0335497410509572,102.7277160520262,0.03265889901997432,0.05063303400008234,8.186994197814316,0.6184569425198794,0.04924676809405781,8.197099144971496,0.6007828772483277,,208,0.786659375,0.07609163833979642,26.6799174375,1.430834636365999,538.0284995625,6.757640827501905,42.8138295,0.2723080612329306,18,5.2808246875,0.1851070005143035,-39.8278158125,1.383502799571084,535.85930496875,5.57350815696268,748.33913609375,3.235497162022731,,1039.993199999999,501.144897,132.598648,228.2976679999999,0.130042,0.167194,0.178813,501.594894,133.198638,228.5976709999999,0.128502,0.164832,0.141795,0.4499969999999393,0.5999899999999911,0.3000030000000038,0.0004326922522185139,0.0005769172336895965,0.0002884663092027946,1.038461405324433,1.384601360855031,0.6923191420867071,1.864089271824092,61700,11,1,0,0,197,18686,0,12
FXGL,D42,C39YK00NMKL9,D42-EVT,D42-EVT_3ITR1R,003760,FXGL_C03-3F-DQE_11_QT1-PREBURN,FAIL,2019-07-06 01:40:58,2019-07-06 01:44:03,Battery_Cell_ID;Battery_FW_Version_Check;Battery_CFG_Version_Check;Battery_DNVD1_Version;Battery_DNVD2_Version,AT_1.15.4_CRB_72MP.38_01,C0791540048L39Q9,Foxconn,F8Y912502D3LTD91E,Sunwoda Electronics Co. Ltd.,DN890863RGXK91K5E,LG Innotek,C399163001ALC2WA8,Foxconn - Hong Fu Jin Precision Industry,C3991630001LTWDA6,Foxconn - Hong Fu Jin Precision Industry,C079154002CLTQ12,Foxconn,C39915400EPL8R0AR,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,1000.488281,0.014535,1000,0.013386,2000,0.018083,2000,0.106835,3000,0.018612,3000,0.125777,3000,0.123179,3000,0.190286,3999.023437,0.019414,0,547566.8,0,209909.8,0,349332,0,342235.2,0,172705,0,,12064,,90,-381,7,2945,,,2958,109050531,,32.944129,4355,29.401023,2491,2884,3059,2664,4172,0,0,0,20912,0,3,0,0,0,-0.1299947999999934,-0.5199921999999902,0.6499870000000328,0.8424806444405182,0.1499939999999924,0.5999909999999886,-0.7499850000000379,524.244659,124.798721,264.4472959999999,0,0.202865,0.133859,0.187462,524.394653,125.3987119999999,263.6973109999999,110.6,0.180467,0.166079,0.153436,-0.001299947999999934,-0.005199921999999902,0.006499870000000328,1,,1,0.5,7.4,6.9,,482.91,0,,1513.024,1580.179,,482.91,0,,1928.1644,1939.3569,,482.91,4097.4765,,,240.89,248.5198,3327.2283,,,137.3626,19.3325,,,98.6975,21.3675,0,204,25277,0,15,0.175045,500.9765619999999,0.3855949999999999,51.694953,-7.803547,96.55952160346976,0.166069,500.9765619999999,0.399334,51.72046699999999,-7.803347,0.373881,500.9765619999999,0.014642,51.888018,-6.377424999999999,3.089055603844758,0.127168,500.9765619999999,0.473996,54.68000399999999,-7.189626,0.04582009170573942,91.784115411371,0.04992159209725611,0.06582424764538242,9.871579498111005,0.6668056277921719,0.06425470398174349,9.918880998393838,0.6478019445151952,,208,0.78287403125,0.08980097999586516,27.67978084375,1.609111897786091,560.16677575,4.825449382055222,48.05381834375,0.2593466234612002,18,5.47600459375,0.1362166916692066,-47.26121625,1.36446149188526,562.6402873125,5.752171888442179,781.324161,3.046072169483339,,1036.743099999999,524.694656,125.548721,264.2973019999999,0.174643,0.12373,0.206346,525.144653,125.998703,264.5973049999999,0.178013,0.150745,0.198294,0.4499969999999393,0.4499820000000056,0.3000030000000038,0.000434048705026288,0.0004340342366397285,0.0002893706261464425,1.041716892063091,1.041682167935348,0.6944895027514619,1.628677835434634,61700,11,1,0,0,197,21010,0,12
FXGL,D42,C39YK00NMKL9,D42-EVT,D42-EVT_3ITR1R,003760,FXGL_C03-3F-DQE_3_QT1-PREBURN,FAIL,2019-07-06 01:50:29,2019-07-06 01:53:32,Battery_Cell_ID;Battery_FW_Version_Check;Battery_CFG_Version_Check;Battery_DNVD1_Version;Battery_DNVD2_Version,AT_1.15.4_CRB_72MP.38_01,C0791540048L39Q9,Foxconn,F8Y912502D3LTD91E,Sunwoda Electronics Co. Ltd.,DN890863RGXK91K5E,LG Innotek,C399163001ALC2WA8,Foxconn - Hong Fu Jin Precision Industry,C3991630001LTWDA6,Foxconn - Hong Fu Jin Precision Industry,C079154002CLTQ12,Foxconn,C39915400EPL8R0AR,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,1000.488281,0.007664,1000,0.00712,2000,0.010946,2000,0.08025600000000001,3000,0.041192,3000,0.182933,3000,0.21195,3000,0.3535589999999999,3999.023437,0.004588000000000001,0,596751,0,221610.6,0,324243,0,338717.6,0,183844,0,,12064,,89,-394,7,2945,,,2957,109050531,,32.944129,4355,29.401023,2491,2884,3059,2631,4157,0,0,0,13838,0,3,0,0,0,0,-0.5199921999999902,0.1299947999999934,0.5359949030428071,0,0.5999909999999886,-0.1499939999999924,511.194793,158.398376,232.3476249999999,0,0.150627,0.137474,0.170198,511.194793,158.998367,232.197631,106.5,0.109928,0.155564,0.155189,0,-0.005199921999999902,0.001299947999999934,1,,1,0.5,7.9,7.4,,481.54,0,,1513.024,1576.109,,481.54,0,,1929.1819,1941.3919,,481.66,4096.459,,,245.13,254.1064,3326.2108,,,139.3976,20.35,,,94.6275,18.315,0,140,16877,0,15,0.154371,500.9765619999999,0.424563,52.20406899999999,-7.800863,96.54029987857508,0.144632,500.9765619999999,0.439778,52.14511200000001,-7.800793999999999,0.375304,500.9765619999999,0.012005,51.62755,-6.340128,3.027078547708321,0.1679,500.9765619999999,0.396587,56.07767199999999,-7.169919999999999,0.04568926307788712,91.67465385016774,0.04983848987590533,0.0618352327119579,11.0896293998617,0.5575951231763345,0.06028163626325966,11.36834114384221,0.530258860994085,,208,0.79185534375,0.1019536305182439,25.671408,1.577595676894412,564.9420188125,5.430690622505993,43.12698540625,0.2838081115228716,18,6.569858375,0.2069990992896693,-58.95444159375,1.174284711879583,561.2631176875,5.884094080471354,940.42519184375,1.725585297587461,,981.4909999999999,511.344787,159.148376,232.947616,0.140708,0.164426,0.166187,511.4947809999999,159.748367,233.5476219999999,0.145554,0.137957,0.167536,0.1499939999999355,0.5999909999999886,0.6000059999999792,0.0001528225933808212,0.0006113056563941887,0.000611320939264832,0.3667742241139708,1.467133575346052,1.467170254235596,2.107034127463492,61700,11,1,0,0,197,14044,0,12
